threshold,FAR,FRR,GAR
0.393457868348698,0.03785488958990536,0.10344827586206896,0.896551724137931
0.3934691011235955,0.03785488958990536,0.1,0.9
0.3934814814814815,0.038485804416403785,0.1,0.9
0.3936195445920303,0.039116719242902206,0.1,0.9
0.3937576875768758,0.03974763406940063,0.1,0.9
0.3937927582179209,0.04037854889589906,0.1,0.9
0.3938776968138305,0.04100946372239748,0.1,0.9
0.3947619047619047,0.0416403785488959,0.09655172413793103,0.903448275862069
0.3945546838947854,0.0416403785488959,0.1,0.9
0.3951002959552778,0.04227129337539432,0.09655172413793103,0.903448275862069
0.3951944492033579,0.04290220820189274,0.09655172413793103,0.903448275862069
0.3952012835472578,0.043533123028391164,0.09655172413793103,0.903448275862069
0.3954380298748486,0.04416403785488959,0.09655172413793103,0.903448275862069
0.3954408738325154,0.04416403785488959,0.09310344827586207,0.906896551724138
0.395477886367401,0.044794952681388014,0.09310344827586207,0.906896551724138
0.3957162323283938,0.045425867507886436,0.09310344827586207,0.906896551724138
0.3957667731629393,0.045425867507886436,0.0896551724137931,0.9103448275862069
0.3959731543624161,0.045425867507886436,0.08620689655172414,0.9137931034482759
0.396158290005777,0.04605678233438486,0.08620689655172414,0.9137931034482759
0.3963193568726356,0.04668769716088328,0.08620689655172414,0.9137931034482759
0.3964990062681547,0.0473186119873817,0.08620689655172414,0.9137931034482759
0.3966873392830131,0.04794952681388013,0.08620689655172414,0.9137931034482759
0.3969428007889546,0.04858044164037855,0.08620689655172414,0.9137931034482759
0.3969832148797822,0.04921135646687697,0.08620689655172414,0.9137931034482759
0.3970013591573225,0.049842271293375394,0.08620689655172414,0.9137931034482759
0.3971313496629952,0.050473186119873815,0.08620689655172414,0.9137931034482759
0.3973504680310963,0.05110410094637224,0.08620689655172414,0.9137931034482759
0.397407524502055,0.051735015772870666,0.08620689655172414,0.9137931034482759
0.3975271304038427,0.05236593059936909,0.08620689655172414,0.9137931034482759
0.3975390625,0.05299684542586751,0.08620689655172414,0.9137931034482759
0.397722025550254,0.05362776025236593,0.08620689655172414,0.9137931034482759
0.3978825649496921,0.05425867507886435,0.08620689655172414,0.9137931034482759
0.3979383778885365,0.05488958990536277,0.08620689655172414,0.9137931034482759
0.3979484085080706,0.0555205047318612,0.08620689655172414,0.9137931034482759
0.3981240428790199,0.05615141955835962,0.08620689655172414,0.9137931034482759
0.398353271304091,0.056782334384858045,0.08620689655172414,0.9137931034482759
0.3987059348505131,0.05741324921135647,0.08620689655172414,0.9137931034482759
0.3989152716091561,0.05804416403785489,0.08620689655172414,0.9137931034482759
0.399008966493629,0.05867507886435331,0.08620689655172414,0.9137931034482759
0.3990450791465932,0.05930599369085174,0.08620689655172414,0.9137931034482759
0.3992880770890263,0.05993690851735016,0.08620689655172414,0.9137931034482759
0.3994593651900942,0.06056782334384858,0.08620689655172414,0.9137931034482759
0.3994903737259343,0.061198738170347,0.08620689655172414,0.9137931034482759
0.3996365438625475,0.061829652996845424,0.08620689655172414,0.9137931034482759
0.3999364675984752,0.062460567823343846,0.08620689655172414,0.9137931034482759
0.4004586199708151,0.06309148264984227,0.08620689655172414,0.9137931034482759
0.4007624200688637,0.06372239747634069,0.08620689655172414,0.9137931034482759
0.400947248081006,0.06435331230283911,0.08620689655172414,0.9137931034482759
0.4010125123477115,0.06498422712933755,0.08620689655172414,0.9137931034482759
0.4010424831478288,0.06561514195583597,0.08620689655172414,0.9137931034482759
0.4010543082524271,0.06624605678233439,0.08620689655172414,0.9137931034482759
0.4013073098876818,0.06687697160883281,0.08620689655172414,0.9137931034482759
0.4013630367873369,0.06750788643533123,0.08620689655172414,0.9137931034482759
0.4015871854885898,0.06813880126182965,0.08620689655172414,0.9137931034482759
0.4017020612117427,0.06876971608832808,0.08620689655172414,0.9137931034482759
0.4017288444040036,0.06876971608832808,0.08275862068965517,0.9172413793103448
0.4017357762777242,0.0694006309148265,0.08275862068965517,0.9172413793103448
0.4018900343642612,0.07003154574132492,0.08275862068965517,0.9172413793103448
0.4019165310048838,0.07066246056782334,0.08275862068965517,0.9172413793103448
0.4020239190432382,0.07129337539432176,0.08275862068965517,0.9172413793103448
0.4020357257804957,0.07192429022082018,0.08275862068965517,0.9172413793103448
0.4021206488678607,0.07255520504731862,0.08275862068965517,0.9172413793103448
0.4021723544594207,0.07318611987381704,0.08275862068965517,0.9172413793103448
0.4022177419354839,0.07381703470031546,0.08275862068965517,0.9172413793103448
0.4023600185099491,0.07444794952681388,0.08275862068965517,0.9172413793103448
0.4023994811932555,0.0750788643533123,0.08275862068965517,0.9172413793103448
0.402611455778387,0.07570977917981073,0.08275862068965517,0.9172413793103448
0.40271047849788,0.07634069400630915,0.08275862068965517,0.9172413793103448
0.4028497409326425,0.07697160883280757,0.08275862068965517,0.9172413793103448
0.4029374201787994,0.07760252365930599,0.08275862068965517,0.9172413793103448
0.4029552715654952,0.07823343848580441,0.08275862068965517,0.9172413793103448
0.4032497525569119,0.07886435331230283,0.08275862068965517,0.9172413793103448
0.403283833435395,0.07949526813880126,0.08275862068965517,0.9172413793103448
0.4033562960589554,0.08012618296529968,0.08275862068965517,0.9172413793103448
0.4035594211372606,0.08075709779179811,0.08275862068965517,0.9172413793103448
0.403567657263539,0.08138801261829653,0.08275862068965517,0.9172413793103448
0.4035796766743649,0.08201892744479496,0.08275862068965517,0.9172413793103448
0.4037403740374037,0.08264984227129338,0.08275862068965517,0.9172413793103448
